상호,설명,업소정보,리뷰
최대감네,"인사동 골목 끝에 있지만, 입구에 들어서면 한옥 7채를 터서 만든 큰 규모의 한옥 건물이 자리 잡고 있다. 점심 메뉴로 동그란 주먹밥을 얹은 상추와 고기, 육수가 나오는 상추샤부샤부가 인기 있다. 돼지갈비와 소고기도 좋다.","{'전화번호': '0507-1401-9355', '이용시간': '매일 11:30 ~ 21:00', '휴무일': '명절 당일 휴무', '대표메뉴': '연잎쌈정식, 상추쌈밥, 연잎 불고기 정식', '가격대': '3만원대', '주소': '03148  서울 종로구 인사동8길 12-3 (경운동)', '교통 정보': '3호선 안국역 5번 출구에서 약 376m (도보 5분)'}","[{'review': '최대감네 상추쌈샤브샤브 맛있어요\n건강해지는 느낌에 고기와 야채를 같이먹을수 있어 좋아요\n찾기는 좀어려운데 네이버지도에 잘나옵니다.', 'score': '5'}]"
비스트로드욘트빌,캐주얼한 분위기의 프렌치 레스토랑. 정통 프렌치 비스트로를 즐길 수 있는 곳이다. 코스 메뉴는 가격이 높지만 훌륭한 단품 메뉴도 잘 갖추어져 있다. 코스를 주문할 경우 원하는 디저트를 선택해서 먹을 수 있다. 2020년 미쉐린 가이드에 선정되었다.,"{'전화번호': '0507-1448-1552', '이용시간': '11:30~15:00, 18:00~22:00', '휴무일': '매주 월요일, 화요일', '운영 요일': '매일', '대표메뉴': '런치 클래식, 디너 트래디션', '주소': '06014  서울 강남구 선릉로158길 13-7 (청담동)  이안빌딩 1층', '교통 정보': '수인분당선 압구정로데오역 4번 출구에서 약 234m (도보 4분)'}","[{'review': '스타쉐프 토마스켈러의 프렌치런드리,부숑같은 미슐랭 레스토랑이 있는 나파밸리의 욘트빌이 사용된 상호가 뭔가 맛에 대한 호기심을 자극해서 방문했는데 메뉴도 전형적인 프렌치 비스트로이고 와인에도 진심이다. 크리스마스이브 런치를 즐겁게 즐길수 있었습니다.', 'score': '4'}, {'review': '압구정로데오에 있는 프랑스풍 레스토랑입니다.\n스테이크와 통후추가 어우러진 맛이 자극적이지 않으면서도 식감이 좋았습니다.', 'score': '4'}, {'review': '오래되었지만 여전히 좋은 프렌치 음식점. 오래전부터 지금까지 사랑받는 이유는, 확실히 이 식당만의 장점이 있기 때문이다. 달팽이 요리와 프렌치 어니언 스프는, 오랫동안 그 맛을 잘 유지해왔다. 가격도 전반적으로 매우 합리적 수준이다.', 'score': '5'}, {'review': '오래된 곳이지만 그만큼 검증된 곳이기도 합니다. 정통 프렌치의 느낌으로 코스를 즐길 수 있는 곳이에요. 달팽이요리와 프렌치 어니언슾이 특히 맛있었어요.', 'score': '5'}, {'review': '무난무난하고 맛있는 프렌치 레스토랑입니다. 예약 필수이고요. 매장 내부는 좁지만 아늑해서 나쁘지는 않아요. 맛도 좋지만 식기가 예뻐서 맛을 배가 시키는데 한몫 하는곳인거 같아요.', 'score': '3'}]"
이즈미,신선한 회를 즐길 수 있는 곳. 20~30여 가지의 스시를 준비하는 보통의 일식집에 비해 60여 종의 생선과 해산물로 만들어 내놓는 스시도 빠뜨릴 수 없는 메뉴다.,"{'전화번호': '02-542-7171', '이용시간': '월요일~금요일 11:30~15:00 / 17:30~22:00\n토요일~일요일 11:30~15:00 / 17:30~21:00', '휴무일': '명절 휴무', '대표메뉴': '모듬사시미, 초밥', '가격대': '3만원대', '주소': '06023  서울 강남구 언주로 857 (신사동)', '교통 정보': '3호선 압구정역 3번 출구에서 약 523m (도보 7분)'}","[{'review': '위치 좋고 서비스 좋습니다. 특히 다른 고급 일식당과 달리 회를 배부르게 먹을 수 있는 곳입니다.\n물론 저녁 정찬 가격이 비싸기는 하지만 사시미로 배부르게 먹을 수 있는 점이 장점이 될 수 있다고 생각합니다.\n회를 좋아하시는 분들께 추천합니다.', 'score': '4'}, {'review': '점심에 가면 저렴한 가격에 세트메뉴를 먹을 수 있어 좋습니다.\n점심에 가면 대부분이 동네 아주머니들 모임이긴 한데, 꿋꿋이 앉아서 먹었습니다. 나름 맛있고 좋습니다.', 'score': '4'}]"
돈수백,"믿을 수 있게 조리된 돼지고기를 먹고 백세까지 건강한 삶을 누리자""라는 철학을 담은 돼지국밥 전문점이다.","{'전화번호': '02-324-3131', '웹사이트': 'http://www.donsoobaek.com', '이용시간': '24시간 영업', '휴무일': '연중무휴', '운영 요일': '월화수목금토일', '24시간 여부': '예', '이용요금': '약1만원대', '대표메뉴': '돼지국밥', '주소': '04050  서울특별시 마포구 홍익로6길 56 (동교동)', '교통 정보': '2호선 홍대입구역 8번 출구'}","[{'review': '돼지국밥 파는 곳이죠 저는 만두국이 맛있더라구요 만두국에 만두 네개 들었는데 양이 적지 않아요 만두도 크고 국물도 뜨끈하니 맛있음. 찬바람 불면 더 자주갈 집!', 'score': '5'}, {'review': '해장이나 저녁에 안성맞춤. 특이하지 않고 무난해서 누구나 맛있게 먹을 수 있다. 개인적으로 돈수백이 좋은데, 수육을 주는데 따뜻하게 계속 데워먹을 수 있도록 해준다.', 'score': '4'}, {'review': '돈수백정식 먹었는데, 가격도 합리적이고 맛있었습니다. 제가 향에 예민한데 거북한 향 안나고 그냥 설렁탕 먹는 기분입니당. 강추해요!', 'score': '5'}, {'review': '깔끔하고 맛있는 음식이 특징이에요. 계절 상관없이 따뜻한 국물이 떙길때 가는 곳이에요!\n친구들, 가족, 남자친구 누구든 같이가서 편하게 먹기 좋아요.', 'score': '5'}, {'review': '점심에 국물과 밥이 땡길 때. 딱입니다.\n가격도 적당하고, 회전도 빠른 편입니다.\n만두도 깔끔하니 함께 먹으면 별미입니다.\n해장술 하시는 분들도 꽤 있는 것 같았어요.', 'score': '3'}]"
타니넥스트도어,도심 속의 리조트를 콘셉트로 하는 퓨전 레스토랑. 발리에 온 것 같은 야외 방갈로가 여름에는 인기가 좋다. 퓨전 일식에 가까운 요리를 맛볼 수 있다.,"{'전화번호': '0507-1433-6100', '웹사이트': 'http://www.taninextdoor.com/', '이용시간': '매일 11:30~15:00 / 17:00~21:00', '휴무일': '백화점 휴일', '대표메뉴': '런치세트, 디너코스', '주소': '04533  서울 중구 남대문로 73 (AVENUEL)  9층', '교통 정보': '2호선 을지로입구역 7번 출구에서 약 177m (도보 2분)'}","[{'review': '점심에 장어덮밥 먹으러 다녀왔는데 인생 장어를 맛보았습니다. 장어가 맛잇다는 것을 알려준 타니ㅋㅋㅋ 추천이요', 'score': '5'}, {'review': '2명이서 점심먹었어요. 점심치고 꽤 비싼 편이어서 좀 싼 메뉴 골라먹었어요. 주변 분위기가 워낙 고급스러워서 좀 불편했습니다. 음식 맛으로만 치면 괜찮은 편이었는데, 가격 대비해서는 좀 별로에요', 'score': '2'}, {'review': '음...신기한 음식이 많습니다. \n그러나 맛은 장담하기 어렵네요..ㅎ\n그냥 한번쯤 가보기는 좋습니다.', 'score': '3'}]"
수정생태,"생태찌개를 전문으로 하는 곳으로, 곤이와 애를 듬뿍 넣은 생태탕 맛이 일품이다. 점심때에는 줄을 서야 할 만큼 인기이다.","{'전화번호': '02-784-4745', '이용시간': '평일 10:30~15:00, 17:00~22:00\n토요일 11:00~17:00', '휴무일': '매주 일요일, 공휴일, 명절 휴무', '운영 요일': '월요일~토요일', '이용요금': '약 1~2만원대', '대표메뉴': '생태찌개백반, 제육볶음, 오징어볶음', '가격대': '1만원대', '주소': '07341  서울 영등포구 국제금융로7길 32 (여의도동, 장미아파트) 2층', '교통 정보': '5호선 여의나루역 4번 출구에서 약 443m (도보 6분)'}",[]
호수삼계탕,들깨로 낸 삼계탕 국물이 걸쭉하고 차진 것이 특징이다. 주변에 호수삼계탕이라고 상호를 내건 집이 많아서 본점을 찾는 데 유의해야 한다.,"{'전화번호': '02-848-2440', '이용시간': '11:00 ~ 21:30 (주문시간 21:00 까지)', '휴무일': '명절 휴무', '운영 요일': '매일', '이용요금': '약 1\t~2만원대', '대표메뉴': '삼계탕', '주소': '07397  서울특별시 영등포구 도림로 276 (신길동)', '교통 정보': '신풍역 4번 출구에서 약 528m (도보 7분)'}",[]
딸기골분식,"40년 동안 이대 학생들에게 저렴한 가격으로 인기 있는 분식집. 다양한 한식을 맛볼 수 있으며, 불고기돌솥밥과 순두부찌개가 인기가 있다","{'전화번호': '02-363-5563', '이용시간': '07:00 ~ 21:30', '휴무일': '일요일', '운영 요일': '월요일~토요일', '대표메뉴': '육개장, 불고기돌솥밥, 돌솥제육덮밥, 뚝배기부대찌개, 순두부백반', '주소': '03721  서울 서대문구 연대동문길 29 (대신동)', '교통 정보': '2호선 이대역 2번 출구에서 약 1.2km (도보 21분)'}","[{'review': '오래된 곳이고 역사가 있는 곳이죠. 가격도 저렴해서 자주 가던 곳이구요. 얇은 지갑으로 갈수 있는 곳입니다.', 'score': '4'}, {'review': '20여년전 의과대학 시절 가벼운 주머니 사정에 맛있는 음식을 주던 곳. 아직도 종종 갑니다. 저렴한 가격에 한국 음식을 맛보기 좋은 곳. 추천 음식은 참순이 (참치 순두부 찌개). 그외에도 라면, 우동, 오므라이스, 김밥, 부대찌개 등이 있습니다. 한국의 서민적 음식을 맛볼 수 있는 곳입니다. 깨끗한 레스토랑을 상상하신다면 실망하실거에요. 여긴 그냥...', 'score': '5'}, {'review': '학교근처라서 자주 갔는데 김밥 맛있어요 아담하고 가격은 그냥 그랬어요 버스정류장 바로 근처라 편해요', 'score': '3'}]"
라싸브어,"오랫동안 서래마을에서 정통 프랑스 요리를 내고 있는 곳. 부르고뉴식 달팽이 요리, 거위 간 요리, 디종식 등심요리 등 클래식한 프랑스 요리를 맛볼 수 있다. 제주산 뿔소라를 허브와 버터로 양념한 전채요리와 한우를 사용한 안심스테이크가 추천 메뉴이다.","{'전화번호': '0507-1331-6713', '웹사이트': 'https://www.instagram.com/lasaveur_seoul/', '이용시간': '매일 11:30 ~ 15:00 / 17:30 ~ 22:00', '이용요금': '약 6만원대', '대표메뉴': '달팽이, 프렌치어니언스프, 스테이크', '주소': '06577  서울 서초구 서래로 24 (반포동, 다솜빌딩)  5층', '교통 정보': '9호선 신반포역 4번 출구에서 약 883m (도보 15분)'}","[{'review': '진경수 쉐프의 음식이야, 보장된곳이니 맛으로는 평가할게 없는거 같습니다. 믿고 방문해도 될만한곳. 평일 런치로 가면 딱히 예약은 안해도 될거 같아서 더 좋아요. 코스 구성도 좋고 그에 비한 가격도 아주 좋습니다.', 'score': '5'}, {'review': '에피타이저부터 메인까지 화려하지 않아 보여도 섬세하고 풍부한 음식의 맛이 아주 좋았음. 작은 방으로 나뉜 테이블이 있어 일행끼리 편안하게 식사할 수 있었음. 다만 방음은 잘 안됨;; 훌륭한 음식에 비해 테이블셋팅이나 내부가 너무 휑해서 분위기가 아쉽고 직원분들의 경직된 말투와 서빙이 편하게 느껴지지 않았음. 음식에 대한 설명은 메뉴판에서 알수있는 정보에서...', 'score': '4'}]"
도림,"모던한 분위기에서 품격있게 중국요리를 즐길 수 있다. 주말 점심에는 냉채, 수프, 요리, 후식에 원하는 딤섬을 선택할 수 있는 딤섬테이블이 마련되어 있다. 30종 이상의 중국 차를 티 소믈리에의 설명을 들으면서 즐길 수 있다.","{'전화번호': '02-411-7800', '웹사이트': 'http://www.lottehotel.com/world/ko/dining/resturants.asp?type=RE&seq=10&diningCd=TL', '이용시간': '11:30 ~ 14:30 / 18:00 ~ 22:00', '휴무일': '연중무휴', '대표메뉴': '한우자장면, 통전복 해물 짬뽕, 홀 메뉴, 룸 메뉴', '주소': '05554  서울 송파구 올림픽로 240 (잠실동, 롯데월드)  32층', '교통 정보': '2, 8호선 잠실역 4번 출구에서 약 53m (도보 1분)'}",[]
명동부대찌개,"생삽겹을 햄, 소시지와 함께 넣어서 부대찌개를 끓이는 것이 맛의 비결이다. 얼큰하고 시원한 국물 맛의 찌개가 양도 푸짐하게 나온다. 원래 부대찌개로 유명해진 집이지만 삼겹살도 맛있다.","{'전화번호': '02-752-6800', '이용시간': '매일 10:00 ~ 22:00', '휴무일': '명절 휴무', '이용요금': '약 1 ~ 3만원대', '대표메뉴': '사골부대찌개', '가격대': '1만원대', '주소': '04534  서울 중구 명동길 25-7 (명동1가)', '교통 정보': '2호선 을지로입구역 6번 출구에서 약 355m (도보 5분)'}","[{'review': '족발 주문하면 부대찌개가 추가로 나오는 집. 족발은 유명한 집이죠.\n가까운 친구나 동료들과 저녁자리 하기 괜찮은 식당입니다.', 'score': '5'}, {'review': '명동에서 부대찌개가 땡겨서 간 부대찌개 심슨탕을 먹었다. 버터간장밥이 나와서 밥에 부대찌개를 비벼먹으면 맛있다.', 'score': '4'}, {'review': '명동에 가면 주로 양식이나 패스트푸드 등을 많이 먹었는데 명동 부대찌개는 그동안의 식상함을 날려버릴 수 있게 해 주는 진한 맛으로 든든하고 만족스러운 식사를 할 수 있게 해 주었습니다.', 'score': '4'}, {'review': '좀  짜지만  맛있게  먹었어요\n사리는 꼭추가하는게 ~~\n단품으로  1인분짜리도  있고  맛도  가격도  그런대로  괜찮아요~~', 'score': '3'}]"
그랑씨엘,"이탈리아 가정식을 표방하고 있으며 독일식 효모 빵을 이용한 오픈 샌드위치와 허브 샐러드, 다양한 파스타 등의 메뉴를 갖추고 있다. 옐로 컬러의 외벽과 오픈된 테라스가 유럽의 노천 레스토랑에 온 듯한 느낌이다. 주말에는 가볍게 브런치를 즐기려는 젊은이들로 북적거린다.","{'전화번호': '02-548-0283', '웹사이트': 'http://www.prepbox.co.kr/', '이용시간': '평일 11:00~15:00,17:00~22:00 / 주말 11:00~22:00', '운영 요일': '매일', '대표메뉴': '엔초비오일 파스타, 해산물 빠에야, 머쉬룸 샐러드', '주소': '06021  서울 강남구 도산대로45길 16-6 (신사동)  1층', '교통 정보': '수인분당선 압구정로데오역 5번 출구에서 약 703m (도보 10분)'}","[{'review': '도산공원 정문 앞에 있어요. 프랑스 가정집 같은 분위기의 매장이었어요. 처음 가는 레스토랑에서 주로 봉골레를 먹는데 간도 적당하고 맛있었어요.', 'score': '4'}, {'review': '분위기가 예쁘고 음식은 나쁘진 않았던 것 같다. 이태원에도 있는 식당인 걸로 기억나는데, 날씨 좋은 날 가봄직한 식당인 것 같다.', 'score': '3'}, {'review': '오랜 동안 자리를 지키고 있는 그랑시엘입니다.\n이곳의 파스타를 좋아 하는데, 특히나 엔초비 파스타가 맛이 좋습니다.', 'score': '5'}, {'review': '인테리어도 맘에 들고 맛있어서 자주 찾게되는 레스토랑입니다. 여러가지 메뉴를 먹어봤는데 전부 맛있었어요. 특히 앤쵸비 파스타의 맛이 인상적이었어요. 데이트 장소로도 좋습니다.', 'score': '5'}, {'review': '도산공원 근처에 카페에 비해 레스토랑은 적당한 곳이 적은 편인데,\n분위기나 맛, 가격 모두 만족스러운 곳이라 종종 가는 곳이예요.', 'score': '4'}]"
마망갸또,"베이킹 스튜디오겸 디저트 카페. 르 꼬르동 블루를 수석 졸업한 파티셰에게 베이킹 수업도 듣고 디저트와 차도 마실 수 있는 곳이다. 수제 초콜릿을 비롯해 생 캬라멜, 캬라멜 아이스크림, 캬라멜 아포카토와 시오 아이스크림, 시오 캬라멜, 시오 초콜릿 등 시오(소금)이 들어간 디저트 등이 독특하다.","{'전화번호': '070-4353-5860', '웹사이트': 'http://www.mamangt.com/shop/main/index.php', '이용시간': '12:00~21:00', '휴무일': '명절 휴무', '운영 요일': '월요일~일요일', '이용요금': '약 1 ~ 2만원대', '주소': '06028  서울특별시 강남구 압구정로10길 30-12  (신사동)', '교통 정보': '3호선, 신분당선 신사역 8번 출구에서 약 737m (도보 10분)'}","[{'review': '가로수길에 있는 디저트카페입니다. 흰색건물이 아담하니 예쁘네요. 아이템 DP가 너무 예뻤어요. 무슨 주얼리인줄.. 밀크티 맛있었어요', 'score': '4'}, {'review': '카라멜마카롱이 그 중에 제일 낫다. 겉부분도 적당히 촉촉하고 필링도 부담스럽지 않을 정도의 크림과 과하지 않은 카라멜.\n카라멜헤이즐넛은 밑에 쿠키가 너무 딱닥하다. 크림은 카라멜에 헤이즐넛 가루를 섞어서 살짝 달달 고소하기는 한데 인상깊을 정도의 맛은 아니다.', 'score': '3'}, {'review': '카라멜 롤 케이크가 유명한 마망갸또...롤케이크에 얇은 카라멜이 코팅된 듯이 녹아있는데 시트는 부드럽고 크림은 달콤합니다. 보기에는 굉장히 달 것 같았지만 생각보다 적당해서 아메리카노와 먹으니 잘 어울렸습니다. 초코, 치즈, 티라미슈, 당근 등 다른 케이크 종류도 있고 생카라멜도 있는데 일반 카라멜과 어떻게 맛이 다를지 궁금했습니다. 케이크는 6천원...', 'score': '4'}, {'review': '적당한 카페를 찾다가 우연찮게 들어간 곳인데, 커피 맛도 괜찮고 분위기도 괜찮았어요. 베이커리 전문점이라서 먹음직해 보이는 빵이 많았는데 배가 고픈 상태가 아니라서 스콘 하나 먹었네요. 맛은 괜찮았어요. 따뜻하게 데워주면 더 좋았겠다는 아쉬움은 있습니다.', 'score': '4'}, {'review': '캐러멜로 유명한 곳. 시그니처 메뉴인 캐러멜 롤 먹었어요. 많이 달지 않아서 좋았고, 빵 부분은 촉촉.\n다양한 종류의 빵이 있어서 좋았어요.\n가게 자체가 깔끔하긴 한데 뭔가 세월의 흔적이 느껴지는 듯했어요. 2층인가 3층에 배관이 노출된 곳이 있어서 때때로 물 흐르는 소리가 들려요....', 'score': '4'}]"
봉산집,"차돌박이가 유명한 집. 간장, 설탕, 식초, 파, 양파, 고추 등을 적절히 배합하여 만드는 소스가 맛의 비결이다. 차돌박이와 함께 시골풍의 된장찌개가 유명하다.","{'전화번호': '02-793-5022', '이용시간': '11:30~21:30', '휴무일': '명절 휴무', '운영 요일': '월요일~일요일', '대표메뉴': '차돌박이, 차돌막장찌개', '가격대': '2만원대', '주소': '04382  서울 용산구 한강대로62나길 24', '교통 정보': '4, 6호선 삼각지역 13번 출구에서 약 123m (도보 2분)'}","[{'review': '세상에 이렇게 형편없는 집을 봤나요 노포면 다인가\n육우 주제에 130g 22,000원 가격은 그렇다쳐도 친절하기라도 해야지.. 부르면 듣는척도 안하고 손님이 눈치를 봐야하는 가게.\n나오면서 불만을 이야기해도 듣지도 않는 가게임', 'score': '1'}, {'review': '유명한 음식점이라 기대가 많았는데 생각보다 많이 별로였습니다. 흔한 차돌박이이고 국내산도 아니었습니다. 그렇다고 친절하지도 않습니다. 양도 많은 것도 아니고. 두번갈 이유는 없는 곳입니다.', 'score': '2'}, {'review': '냉동인지 아닌지 모르겟지만 다른 차돌박이 집도 가봐야겟어요 맛은 잇는데 역시 많이는 못먹겟네요', 'score': '3'}, {'review': '평양집보단 조금 낫지만 일반 잘하는 차돌박이 든 양곱창하는 집을 가든 이만큼은 합니다. \n외국인들 속지 맙시다.', 'score': '3'}, {'review': '차돌박이가 맛있다고 입소문난 집이라 가봤는데 차돌박이 뿐만 아니라 찌게까지 맛있어서 감동이었어요', 'score': '4'}]"
차이797,"중국 음식과 타이 음식을 전문으로 하고 있다. 입구에는 딤섬 키친도 마련되어 있고, 한쪽에서는 꽃도 전시하여 판매하고 있다. 실내 분위기도 모던하며 의자와 쿠션이 독특하면서도 편안하다.","{'전화번호': '02-537-7972', '웹사이트': 'http://www.chai797.co.kr', '이용시간': '평일 11:30 ~ 15:00 / 17:30 ~ 22:00\n주말 12:00 ~ 16:00 / 17:00 ~ 22:00', '휴무일': '명절 휴무', '운영 요일': '매일', '주소': '06585  서울 서초구 동광로 78  방배빌딩 2,3층', '교통 정보': '7호선 내방역 7번 출구에서 약 630m (도보 9분)'}","[{'review': '여자 둘이 탕수육 하나 짬뽕 하나 먹었는데 양도 많고 맛있었어요. 짬뽕은 개운한 느낌보다는 진한 느낌 나는 그런 짬뽕이고 두 그릇으로 나눠드릴까요? 물어봐주시고 나눠주셨어요 탕수육도 맛있었어요!', 'score': '5'}, {'review': '맛이 나쁘지는 않고 재료도 좋은걸 쓰는데 이가격이면 이정도 맛은 너무 당연한것 같고.\n코스 구성도 맛의 밸런스가 잘 안맞아요.\n분위기만 좋습니다.', 'score': '3'}, {'review': '고급스러운 분위기의 중식요리를 코스로 즐길 수 있는 곳으로 딤섬이 특히 맛있는 곳이랍니다\n직원들도 매우 친절한 서비스로 단체모임에도 적합해요', 'score': '4'}, {'review': '이곳의 딤섬을 진짜좋아합니다.!\n가격은 조금 있지만 분위기도 좋고 맛도 좋아서 가끔 방문하는 곳입니다.!\n딤섬좋아하신다면 꼭! 가보시길 바랍니다.!', 'score': '5'}, {'review': '1층에서 발렛파킹을 맡기고 2층부터 중식당이다.그룹을 위한 3층부터의 룸도 좋고 2층도 좋다.무난한 식사와 무난한 분위기.무난한 서비스.무난한 가격.갑자기 갈만한곳이 생각나지않을때는 차이797이 좋다.어버이날인데도 서비스가 흐트러지지않고 좋았다', 'score': '5'}]"
스시미치루,가격대비 만족도 높은 스시를 내놓는 곳으로 인기가 올라가고 있는 집. 스시의 네타가 크고 길게 나오는 스타일이다. 사케를 곁들여도 좋다. 자리가 적으므로 예약 필수.,"{'전화번호': '02-761-4090', '이용시간': '월요알~토요일 12:00 ~ 15:00 / 17:30 ~21:30', '휴무일': '일요일', '이용요금': '약 4 ~ 13만원대', '대표메뉴': '오마카세, 후토마키', '주소': '03152  서울 종로구 종로1길 42 (수송동, 이마빌딩)  지하 1층', '교통 정보': '5호선 광화문역 2번 출구에서 약 331m (도보 5분)'}",[]
고모네원조콩탕황태탕,"콩요리 40년의 노하우를 지닌 고모네는 100% 국산콩을 사용, <포두부, 건두부>로 웰빙식탁을 건강하게 가꾸어 나가기 위해 노력하고 있다. 중요무형문화재 77호 이봉주 공방에서 만든 방자유기그릇에 요리를 담아 건강을 전하고 있다.","{'전화번호': '02-485-4675', '이용시간': '화요일~토요일 11:00~14:30, 17:00~20:30', '휴무일': '일요일, 월요일, 명절 당일', '대표메뉴': '콩국물, 콩탕, 청국장, 포두부쌈', '주소': '05376  서울특별시 강동구 풍성로57길 13 (성내동)', '교통 정보': '5호선 둔촌동역 4번 출구에서 약 200m (도보 3분)'}","[{'review': '연일 술자리로 해장이 필요했는데 딱 좋은 집을 찾았다.황태두부전골의 국물은 해장에 최고였다.\n육수를 추가해서 먹을 정도였다.강추합니다.', 'score': '5'}, {'review': '수요미식회에 나온 콩국수 집 명성대로 콩국수가 제대로였다 콩국물이 정말 진하고 진득함 양이 너무 많아서 다 못먹었다 여기 다른 메뉴 청국장도 맛났음 조미료를 안쓰는 듯하다', 'score': '5'}]"
슈치쿠,63빌딩 식당가를 레노베이션하면서 새로 오픈한 곳이다. 신선한 재료의 맛을 살린 스시와 사시미를 맛볼 수 있다. 58층에서 내려다보는 스시 카운터의 전망은 서울 최고라고도 할 수 있다.,"{'전화번호': '0507-1401-5751', '웹사이트': 'http://www.63restaurant.co.kr/', '이용시간': '월요일~토요일 11:30 ~ 15:00 / 17:30 ~ 22:00\n일요일 11:30 ~ 15:00 / 17:10 ~ 21:30', '휴무일': '연중무휴', '대표메뉴': '스시, 사시미', '주소': '07345  서울 영등포구 63로 50 (여의도동, 63한화생명빌딩)  58층', '교통 정보': '9호선, 신림선 샛강역 3번 출구에서 약 1.2km (도보 18분)'}","[{'review': '코지상 있을때 두차례 방문.\n\n전망은 아주 좋은데 역시나 밤엔 창에 가까이 붙어야 보일뿐.  사실 런치메뉴가 뷰를 즐기기엔 더 좋다.  \n\n가끔 프로모션도 하는데 스시는 가격대만큼이나 맛있습니다.  허나 자꾸 셰프가 바뀌는듯. 역시 미슐랭은 탈락.\n\n뷰와 같이 할수 있는 스시집이라는 점에서 매력', 'score': '4'}]"
옛골,묵은 김치와 꽁치 통조림을 넣은 김치찌개가 별미이다. 새콤하면서도 시원한 전통 김치찌개의 맛을 낸다. 충청도에서 직접 담가 숙성시켜 가져오는 김치를 갖은 재료와 양념을 한꺼번에 넣고 센 불에 끓여낸다.,"{'전화번호': '02-561-0591', '이용시간': '08:00 ~ 21:30', '휴무일': '매주 일요일, 명절 휴무', '운영 요일': '월~토', '대표메뉴': '꽁치찌개, 김치/된장 찌개, 제육/오징어 볶음', '주소': '06125  서울 강남구 봉은사로24길 12', '교통 정보': '9호선 신논현역 4번 출구'}",[]
을밀대,"40여 년 역사의 평양식 냉면집. 직접 눌러서 만든 냉면 사리에 살짝 얼음이 언 육수를 끼얹어 내 온다. 반죽에 전분이 많이 들어가는 편으로, 냉면 스타일이 호불호가 극명하게 갈리는 집 중의 하나이다. 차돌로 만든 수육도 일품이다. 다만 최근 확장을 거듭하고 있다는 점에 불안해하는 팬들도 많이 있다.","{'전화번호': '02-717-1922', '이용시간': '매일 11:00~22:00', '휴무일': '명절 휴무', '대표메뉴': '물냉면, 회냉면, 녹두전, 수육', '가격대': '1만원대', '주소': '04138  서울 마포구 숭문길 24', '교통 정보': '6호선 대흥역 2번 출구에서 약 408m (도보 6분)'}","[{'review': '마포 냉면집 중 빼 놓을 수 없는 곳입니다. 특히 시원한 육수를 자랑하는 맛과 냉면 면발의 맛은 잊을 수 없습니다. 약간 교통이 불편하고, 구옥입니다. 냉면 가격도 그리 만만치 않습니다.', 'score': '4'}, {'review': '마포구에서 제일 맛있는 평양냉면집. 평일에도 주말에도 항상 웨이팅이 많고, 최소 30분씩은 기다려야 하지만 정말로 가치가 있는 기다림.', 'score': '5'}, {'review': '평양냉면의 성지, 을밀대!!!\n평양가서 직접 평양냉면을 먹어보진 않았지만\n나는 가장 평양스럽다고 해야하나?\n그런 표현을 해 주고 싶었어요!!\n슴슴하니 맛있어서 계속 찾게 되는 집이예요', 'score': '4'}, {'review': '서울서 손꼽히는 평양냉면집이다. 여름에는 보통 줄서서 먹어야 한다. 육수가 처음맛 중간맛 끝맛이 다를만큼 깊고 다채로운 맛을 낸다. 살얼음이 약간 진 육수가 참 맛있다. 메밀면 또한 직접 뽑아서 그런지 맛있다.', 'score': '4'}, {'review': '정통 스타일 평양냉면을 내는 집중에는 중위권수준\n\n평냉을 처음 접하는 사람들, 특히 젊은이에게 비교적 쉽게 다가갈수 있는 맛이지만 정통 평냉의 관점에서는 중간정도 수준', 'score': '3'}]"
까발로비안코,"이탈리안 코스요리를 전문으로 하고 있으며, 다양한 프라이빗룸도 갖추고 있어 미리 예약을 하면 좋다. 1, 2층에는 모두 테라스가 있으며 1층에서는 라이브 공연을 한다. 단, 일요일은 공연이 없다.","{'전화번호': '02-562-9262', '이용시간': '월요일~금요일 17:00 ~ 01:00\n일요일 18:00 ~ 24:00', '휴무일': '매주 토요일', '운영 요일': '일요일~금요일', '이용요금': '약 2 ~ 8만원대', '대표메뉴': '마르게리따 피자, 까르보나라, 스테이크 샐러드', '주소': '06165  서울 강남구 삼성로104길 9 (삼성동)', '교통 정보': '9호선 삼성중앙역 5번 출구에서 약 289m (도보 4분)'}","[{'review': '무난무난한 가격에 스테이크와 와인 먹기 좋습니다. 그런데 서비스가 조금 실망인게, 옆 테이블에서 DMB로 야구를 시끄럽게 틀고 먹고 있는데도 제지를 안하더군요. 동네 순대국집을 가도 누가 시끄럽게 굴면 제지하는게 당연한데... 자주 가던 곳인데 그때 충격먹고 잘 안가게 되네요.', 'score': '4'}, {'review': '실제 디너는 되게 비싼데 런치는 저렴합니다. 만원미만에 보통볶음밥이나, 스파게티 피자 가격대비 괜찮아 추천해요.', 'score': '4'}]"
